trip.no	area.id	date	grid.id	trap.id	observer	fate	tag.left	tag.right	species	sex	weight	length	notch	repro.stat	died	trap.note
16	P+	10/08/2003	R2	I1	Heyward	SE	0	0								
16	P+	11/08/2003	M2	A3	Ruscoe	NEW	n/a	4985	Mouse	M	17.5	81	Win	Adult		
16	P+	11/08/2003	M2	A8	Ruscoe	SE	0	0								
16	P+	11/08/2003	M2	D3	Yockney	SE	0	0								
16	P+	11/08/2003	M2	G6	Coleman	SE	0	0								
16	P+	11/08/2003	M2	H9	Heyward	RECAP	n/a	3739	Mouse				Win			
16	P+	11/08/2003	M2	I3	Heyward	RECAP	n/a	3738	Mouse	F			Win			
16	P+	11/08/2003	M2	I4	Heyward	NEW	n/a	0	Mouse	F	8.5	60	Win	Juv	y	DOA
16	P+	11/08/2003	MR1	A7	Ruscoe	SE	0	0								
16	P+	11/08/2003	MR1	B3	Ruscoe	SE	0	0								
16	P+	11/08/2003	MR1	D9	Coleman	SE	0	0								
16	P+	11/08/2003	MR1	F2	Yockney	SE	0	0								
16	P+	11/08/2003	MR1	G1	Heyward	NEW	n/a	3750	Mouse	M	16	83	Win	Adult		
16	P+	11/08/2003	MR1	G2	Yockney	SE	0	0								
16	P+	11/08/2003	MR1	G6	Yockney	SE	0	0								
16	P+	11/08/2003	MR1	H2	Heyward	RECAP	n/a	3741	Mouse	M			Win			
16	P+	11/08/2003	MR1	H8	Heyward	SE	0	0								
16	P+	11/08/2003	MR1	I1	Heyward	SE	0	0								
16	P+	11/08/2003	MR1	I3	Heyward	SE	0	0								
16	P+	11/08/2003	MR1	I4	Heyward	SE	0	0								
16	P+	11/08/2003	MR1	I5	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	A6	Coleman	SE	0	0								
16	P+	11/08/2003	MR2	B4	Coleman	NEW	n/a	3957	Mouse	F	21	72	Win	Adult		
16	P+	11/08/2003	MR2	C4	Yockney	SE	0	0								
16	P+	11/08/2003	MR2	C7	Yockney	SE	0	0								
16	P+	11/08/2003	MR2	C9	Yockney	NEW	n/a	4926	Mouse	M	18	77	Win	Juv		
16	P+	11/08/2003	MR2	D4	Ruscoe	NEW	n/a	4968	Mouse	M	18	79	Win	Adult		
16	P+	11/08/2003	MR2	D5	Ruscoe	NEW	n/a	2371	Mouse	F	18.5	81	Win	Adult		
16	P+	11/08/2003	MR2	D7	Ruscoe	NEW	n/a	2926	Mouse	F	18.5	78	Win	Adult		
16	P+	11/08/2003	MR2	E5	Ruscoe	RECAP	n/a	4994	Mouse	F	21.5		Win	Preg	y	DOA
16	P+	11/08/2003	MR2	F5	Yockney	SE	0	0								
16	P+	11/08/2003	MR2	F6	Yockney	SE	0	0								
16	P+	11/08/2003	MR2	F8	Yockney	SE	0	0								
16	P+	11/08/2003	MR2	F9	Yockney	NEW	n/a	4925	Mouse	M	15	70	Win	Juv		
16	P+	11/08/2003	MR2	G5	Ruscoe	SE	0	0								
16	P+	11/08/2003	MR2	G6	Ruscoe	SE	0	0								
16	P+	11/08/2003	MR2	G7	Ruscoe	RECAP	n/a	4978	Mouse	M			Win	Adult		
16	P+	11/08/2003	MR2	G9	Ruscoe	SE	0	0								
16	P+	11/08/2003	MR2	H6	Heyward	NEW	n/a	3749	Mouse	F	17.5	80	Win	Adult		
16	P+	11/08/2003	MR2	H9	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	I4	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	I5	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	I6	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	I7	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	I8	Heyward	SE	0	0								
16	P+	11/08/2003	MR2	I9	Heyward	SE	0	0								
16	P+	11/08/2003	R2	A9	Coleman	NEW	n/a	3972	Mouse	M	21	71	Win	Adult		
16	P+	11/08/2003	R2	B1	Coleman	SE	0	0								
16	P+	11/08/2003	R2	B2	Coleman	NEW	n/a	3913	Mouse	M	24	80	Win	Adult		
16	P+	11/08/2003	R2	B3	Coleman	OLD	n/a	0	Mouse				Aut			15 Months old.  3 tag marks in the ears
16	P+	11/08/2003	R2	B4	Coleman	SE	0	0								
16	P+	11/08/2003	R2	B7	Coleman	NEW	n/a	2789	Mouse	F	16	65	Win	Adult		
16	P+	11/08/2003	R2	C1	Yockney	SE	0	0								
16	P+	11/08/2003	R2	C2	Yockney	SE	0	0								
16	P+	11/08/2003	R2	E1	Ruscoe	SE	0	0								
16	P+	11/08/2003	R2	E2	Ruscoe	SE	0	0								
16	P+	11/08/2003	R2	E4	Ruscoe	SE	0	0								
16	P+	11/08/2003	R2	E5	Ruscoe	NEW	n/a	4999	Mouse	F	10	65	Win	Juv		
16	P+	11/08/2003	R2	F9	Ruscoe	SE	0	0								
16	P+	11/08/2003	R2	G1	Heyward	SE	0	0								
16	P+	11/08/2003	R2	G4	Heyward	SE	0	0								
16	P+	11/08/2003	R2	G6	Heyward	NEW	n/a	3747	Mouse	M	17	80	Win	Adult		
16	P+	11/08/2003	R2	G8	Heyward	NEW	n/a	3748	Mouse	M	17	80	Win	Adult		
16	P+	11/08/2003	R2	G9	Heyward	SE	0	0								
16	P+	11/08/2003	R2	H1	Heyward	SE	0	0								
16	P+	11/08/2003	R2	H8	Heyward	SE	0	0								
16	P+	11/08/2003	R2	H9	Heyward	SE	0	0								
16	P+	11/08/2003	R2	I1	Heyward	NEW	n/a	3746	Mouse	M	17.5	85	Win	Juv		
16	P+	11/08/2003	R2	I4	Heyward	SE	0	0								
16	P+	11/08/2003	R2	I7	Heyward	SE	0	0								
16	P+	11/08/2003	R2	I9	Heyward	SE	0	0								
16	P+	12/08/2003	M2	A1	Ruscoe	RECAP	n/a	4985	Mouse	M	17.5	82	Win	Adult		
16	P+	12/08/2003	M2	D3	Yockney	SE	0	0								
16	P+	12/08/2003	M2	F9	Yockney	SE	0	0								
16	P+	12/08/2003	M2	G9	Heyward	NEW	n/a	4014	Mouse	F	20	85	Win	Preg		
16	P+	12/08/2003	M2	H1	Heyward	NEW	n/a	4007	Mouse	F	12.5	75	Win	Adult		
16	P+	12/08/2003	M2	I1	Heyward	SE	0	0								
16	P+	12/08/2003	M2	I3	Heyward	RECAP	n/a	3738	Mouse	F			Win			
16	P+	12/08/2003	M2	I6	Heyward	NEW	n/a	4013	Mouse	F	15	77	Win	Juv		
16	P+	12/08/2003	MR1	A5	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	A8	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	B1	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	B5	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	C3	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	C5	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	C9	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D2	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D3	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D4	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D5	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D6	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D7	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	D9	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR1	G1	Ruscoe	RECAP	n/a	3741	Mouse	M	16	86	Win	Adult		
16	P+	12/08/2003	MR1	H1	Heyward	RECAP	n/a	2934	Mouse	F			Win	Preg		
16	P+	12/08/2003	MR1	H2	Ruscoe	NEW	1121	1213	Kiore	M	47	130		Adult		Tail 130mm
16	P+	12/08/2003	MR1	H5	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR2	A7	Ruscoe	SE	0	0								
16	P+	12/08/2003	MR2	B4	Ruscoe	RECAP	n/a	4968	Mouse	M			Win	Juv		
16	P+	12/08/2003	MR2	B7	Ruscoe	NEW	1023	1137	Kiore	M	78	140		Juv		Tail 160mm???   Looks like it had one ear tag previously??   Kiore coloured stomach
16	P+	12/08/2003	MR2	C7	Yockney	SE	0	0								
16	P+	12/08/2003	MR2	C8	Yockney	SE	0	0								
16	P+	12/08/2003	MR2	D6	Yockney	RECAP	n/a	2926	Mouse				Win			
16	P+	12/08/2003	MR2	D7	Yockney	RECAP	n/a	4926	Mouse				Win			
16	P+	12/08/2003	MR2	E1	Yockney	SE	0	0								
16	P+	12/08/2003	MR2	E3	Yockney	SE	0	0								
16	P+	12/08/2003	MR2	E4	Yockney	SE	0	0								
16	P+	12/08/2003	MR2	E5	Yockney	SE	0	0								
16	P+	12/08/2003	MR2	E6	Yockney	RECAP	n/a	4981	Mouse	M			Win			
16	P+	12/08/2003	MR2	F3	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	F8	Heyward	NEW	n/a	0	Mouse	M	9	60	Win	Juv	y	DOA
16	P+	12/08/2003	MR2	H1	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	H6	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	H7	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	H8	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	H9	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	I5	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	I6	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	I7	Heyward	SE	0	0								
16	P+	12/08/2003	MR2	I9	Heyward	SE	0	0								
16	P+	12/08/2003	R2	A5	Ruscoe	SE	0	0								
16	P+	12/08/2003	R2	A6	Ruscoe	SE	0	0								
16	P+	12/08/2003	R2	A8	Ruscoe	SE	0	0								
16	P+	12/08/2003	R2	A9	Ruscoe	NEW	n/a	4971	Mouse	F	11.5	70	Win	Juv		
16	P+	12/08/2003	R2	B1	Ruscoe	SE	0	0								
16	P+	12/08/2003	R2	C8	Ruscoe	SE	0	0								
16	P+	12/08/2003	R2	D8	Yockney	SE	0	0								
16	P+	12/08/2003	R2	E5	Yockney	NEW	n/a	4931	Mouse	M	19	70	Win	Juv		
16	P+	12/08/2003	R2	F1	Yockney	RECAP	n/a	3913	Mouse				Win			
16	P+	12/08/2003	R2	H3	Heyward	RECAP	n/a	3747	Mouse	M			Win			
16	P+	12/08/2003	R2	H6	Heyward	SE	0	0								
16	P+	12/08/2003	R2	I4	Heyward	SE	0	0								
16	P+	12/08/2003	R2	I5	Heyward	SE	0	0								
16	P+	12/08/2003	R2	I6	Heyward	SE	0	0								
16	P+	13/08/2003	M2	A1	Coleman	RECAP	n/a	4986	Mouse				Win		y	DOA
16	P+	13/08/2003	MR1	A6	Coleman	SE	0	0								
16	P+	13/08/2003	MR1	A8	Coleman	SE	0	0								
16	P+	13/08/2003	MR1	B2	Coleman	SE	0	0								
16	P+	13/08/2003	MR1	B8	Coleman	SE	0	0								
16	P+	13/08/2003	MR1	C7	Heyward	SE	0	0								
16	P+	13/08/2003	MR1	C8	Heyward	SE	0	0								
16	P+	13/08/2003	MR1	D4	Yockney	SE	0	0								
16	P+	13/08/2003	MR1	D7	Yockney	SE	0	0								
16	P+	13/08/2003	MR1	F6	Coleman	NEW	1129	1147	Ship Rat	F	80			Adult		Length recorded as 320??
16	P+	13/08/2003	MR1	F8	Yockney	NEW	n/a	4916	Mouse	M	15	64	Win	Adult		
16	P+	13/08/2003	MR1	H1	Heyward	RECAP	n/a	3741	Mouse	M			Win			
16	P+	13/08/2003	MR1	H7	Heyward	SE	0	0								
16	P+	13/08/2003	MR1	H9	Heyward	SE	0	0								
16	P+	13/08/2003	MR1	I8	Heyward	SE	0	0								
16	P+	13/08/2003	MR1	I9	Heyward	SE	0	0								
16	P+	13/08/2003	MR2	A9	Coleman	SE	0	0								
16	P+	13/08/2003	MR2	B5	Coleman	RECAP	n/a	3957	Mouse	F	16	72	Win	Adult		
16	P+	13/08/2003	MR2	D4	Yockney	RECAP	n/a	4968	Mouse	M			Win			
16	P+	13/08/2003	MR2	D5	Yockney	SE	0	0								
16	P+	13/08/2003	MR2	D6	Yockney	RECAP	n/a	4926	Mouse				Win			
16	P+	13/08/2003	MR2	E5	Yockney	RECAP	n/a	4981	Mouse	M			Win		y	DOA
16	P+	13/08/2003	MR2	E6	Yockney	RECAP	n/a	2926	Mouse				Win			
16	P+	13/08/2003	MR2	E7	Yockney	SE	0	0								
16	P+	13/08/2003	MR2	F6	Yockney	SE	0	0								
16	P+	13/08/2003	MR2	F8	Yockney	RECAP	n/a	4978	Mouse	M			Win	Adult		
16	P+	13/08/2003	MR2	G1	Coleman	NEW	n/a	2007	Mouse	F	18	70	Win	Adult		
16	P+	13/08/2003	R2	G9	Coleman	SE	0	0								
16	P+	13/08/2003	R2	H9	Coleman	SE	0	0								
16	P+	13/08/2003	R2	I2	Coleman	SE	0	0								
16	P+	13/08/2003	R2	I4	Coleman	SE	0	0								
16	P+	13/08/2003	R2	I5	Coleman	SE	0	0								
16	P+	13/08/2003	R2	I6	Coleman	SE	0	0								
16	P+	13/08/2003	R2	I7	Coleman	SE	0	0								
16	P+	14/08/2003	M2	A2	Coleman	SE	0	0								
16	P+	14/08/2003	M2	A3	Coleman	SE	0	0								
16	P+	14/08/2003	M2	B3	Coleman	RECAP	n/a	4985	Mouse	M	17	74	Win	Adult		
16	P+	14/08/2003	M2	I6	Heyward	RECAP	n/a	4013	Mouse				Win			
16	P+	14/08/2003	MR1	A2	Coleman	SE	0	0								
16	P+	14/08/2003	MR1	A9	Coleman	SE	0	0								
16	P+	14/08/2003	MR1	B5	Coleman	SE	0	0								
16	P+	14/08/2003	MR1	C2	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	C3	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	C4	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	C5	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	C6	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	C8	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	C9	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	D4	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	D6	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	E9	Yockney	SE	0	0								
16	P+	14/08/2003	MR1	F8	Heyward	NEW	n/a	0	Mouse	M	17.5	83	Win	Adult	y	DOA
16	P+	14/08/2003	MR1	F9	Heyward	SE	0	0								
16	P+	14/08/2003	MR1	H2	Coleman	NEW	1116	1127	Ship Rat	M	150			Adult		Length = 360?
16	P+	14/08/2003	MR1	H3	Heyward	RECAP	4010	4021	Kiore							
16	P+	14/08/2003	MR1	H5	Heyward	SE	0	0								
16	P+	14/08/2003	MR1	I1	Heyward	RECAP	n/a	3741	Mouse	M			Win			
16	P+	14/08/2003	MR1	I5	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	A1	Coleman	NEW	n/a	4996	Mouse	F	16	72	Win	Adult		
16	P+	14/08/2003	MR2	B3	Coleman	SE	0	0								
16	P+	14/08/2003	MR2	B6	Coleman	SE	0	0								
16	P+	14/08/2003	MR2	C1	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	C3	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	D1	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	D3	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	E7	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	E9	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	F2	Yockney	SE	0	0								
16	P+	14/08/2003	MR2	G2	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	G3	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	G4	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	G9	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	H8	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	I1	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	I2	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	I3	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	I5	Heyward	SE	0	0								
16	P+	14/08/2003	MR2	I8	Heyward	SE	0	0								
16	P+	14/08/2003	R2	B7	Coleman	RECAP	n/a	2789	Mouse	F	12	68	Win	Juv		
16	P+	14/08/2003	R2	B8	Coleman	SE	0	0								
16	P+	14/08/2003	R2	D2	Yockney	SE	0	0								Tomtit - released
16	P+	14/08/2003	R2	D8	Yockney	SE	0	0								
16	P+	14/08/2003	R2	F6	Yockney	RECAP	n/a	4931	Mouse				Win			
16	P+	14/08/2003	R2	G6	Heyward	OLD	n/a	3747	Mouse	M	17	80	Win	Juv		
16	P+	14/08/2003	R2	G8	Heyward	RECAP	n/a	3748	Mouse	M			Win	Adult		
16	P+	14/08/2003	R2	G9	Heyward	SE	0	0								
16	P+	14/08/2003	R2	H6	Heyward	SE	0	0								
16	P+	14/08/2003	R2	H7	Heyward	SE	0	0								
16	P+	14/08/2003	R2	I9	Heyward	NEW	n/a	3929	Mouse	F	19	83	Win	Juv		
17	P-	14/11/2003	M1	A1	Yockney	NEW	n/a	3952	Mouse	M	21	76	Spr	Juv		
17	P-	14/11/2003	M1	A5	Drew	NEW	n/a	4993	Mouse	M	18	82	Spr	Juv		
17	P-	14/11/2003	M1	A6	Drew	NEW	n/a	4997	Mouse	M	18	80	Spr	Juv		
17	P-	14/11/2003	M1	B1	Yockney	NEW	n/a	3911	Mouse	F	20	66	Spr	Juv		
17	P-	14/11/2003	M1	F5	Yockney	NEW	n/a	9999	Mouse	F	18	82	Spr	Juv		
17	P-	14/11/2003	M1	I6	Yockney	NEW	n/a	9999	Mouse	F	24	74	Spr	Juv		
17	P-	14/11/2003	MR1	B8	Drew	NEW	n/a	4987	Mouse	F	16	78	Spr	Juv		
17	P-	14/11/2003	MR1	C9	Drew	SE	0	0								
17	P-	14/11/2003	MR1	D6	Drew	NEW	n/a	4977	Mouse	M	16	82	Spr	Juv		
17	P-	14/11/2003	MR2	A1	Heyward	OLD	n/a	2282	Mouse	M	21	85	Win	Juv		
17	P-	14/11/2003	MR2	A2	Heyward	NEW	n/a	9999	Mouse	M	11	70	Spr	Juv		
17	P-	14/11/2003	MR2	A3	Heyward	OLD	n/a	4984	Mouse	M	17	80	Win	Juv		
17	P-	14/11/2003	MR2	A7	Heyward	NEW	n/a	2775	Mouse	M	15	78	Spr	Juv		
17	P-	14/11/2003	MR2	A9	Heyward	SE	0	0								
17	P-	14/11/2003	MR2	B2	Heyward	NEW	n/a	9999	Mouse	F	17	83		Juv		
17	P-	14/11/2003	MR2	C3	Heyward	OLD	n/a	4001	Mouse	M	16	80	Win	Juv		
17	P-	14/11/2003	MR2	C9	Heyward	NEW	n/a	4957	Mouse	F	14	79	Spr	Juv		
17	P-	14/11/2003	MR2	D4	Heyward	NEW	n/a	9999	Mouse	F	22	90		Juv	y	DOA
17	P-	14/11/2003	MR2	D5	Heyward	OLD	n/a	4973	Mouse	M	19	83	Win	Adult		
17	P-	14/11/2003	MR2	E1	Heyward	NEW	n/a	2791	Mouse	M	20	84	Spr	Adult		
17	P-	14/11/2003	MR2	E2	Heyward	NEW	n/a	4963	Mouse	M	15	75	Spr	Juv		
17	P-	14/11/2003	MR2	E4	Heyward	NEW	n/a	4988	Mouse	M	15	75	Spr	Juv		
17	P-	14/11/2003	MR2	E5	Heyward	NEW	n/a	4955	Mouse	M	16	80	Spr	Juv		
17	P-	14/11/2003	MR2	E7	Heyward	OLD	n/a	4959	Mouse	F	16	83	Win	Juv		
17	P-	14/11/2003	MR2	F1	Yockney	OLD	n/a	4019	Mouse	F	22	79	Win	Juv		
17	P-	14/11/2003	MR2	F6	Yockney	NEW	n/a	9999	Mouse	F	16	77	Spr	Juv		
17	P-	14/11/2003	MR2	G4	Yockney	NEW	n/a	4937	Mouse	M	15	69	Spr	Juv		
17	P-	14/11/2003	MR2	G7	Yockney	OLD	n/a	4928	Mouse	M	19	77	Win	Adult		
17	P-	14/11/2003	MR2	H4	Yockney	NEW	n/a	2750	Mouse	F	23	79	Win	Juv		
17	P-	14/11/2003	MR2	H6	Yockney	NEW	n/a	2845	Mouse	M	12	62	Spr	Juv		
17	P-	14/11/2003	MR2	H8	Yockney	NEW	n/a	9999	Mouse	F	21	80	Spr	Juv	y	DOA
17	P-	14/11/2003	MR2	I1	Yockney	NEW	n/a	2951	Mouse	M	14	76	Spr	Juv		
17	P-	14/11/2003	MR2	I4	Yockney	NEW	n/a	2960	Mouse	M	13	66	Spr	Juv		
17	P-	14/11/2003	MR2	I9	Yockney	NEW	n/a	3963	Mouse	M	15	68	Spr	Juv		
17	P-	14/11/2003	R1	D3	Yockney	NEW	n/a	4946	Mouse	M	15	74	Spr	Juv		
17	P-	15/11/2003	M1	B2	Drew	RECAP	n/a	3911	Mouse	F			Spr	Juv		
17	P-	15/11/2003	M1	B7	Drew	RECAP	n/a	4993	Mouse				Spr			
17	P-	15/11/2003	M1	B8	Drew	RECAP	n/a	4997	Mouse				Spr			
17	P-	15/11/2003	M1	D1	Drew	OLD	n/a	9999	Mouse	M	19.5	84	Win	Juv		
17	P-	15/11/2003	M1	E2	Yockney	OLD	n/a	4918	Mouse	M	21	78	Win	Juv		
17	P-	15/11/2003	M1	H9	Yockney	NEW	n/a	4939	Mouse	M	28	84	Spr	Juv		
17	P-	15/11/2003	M1	I9	Yockney	NEW	n/a	2781	Mouse	F	18	83	Spr	Juv		
17	P-	15/11/2003	MR1	B5	Yockney	NEW	n/a	2784	Mouse	M	19	77	Spr	Juv		
17	P-	15/11/2003	MR1	D6	Yockney	SE	0	0								
17	P-	15/11/2003	MR2	A1	Drew	NEW	n/a	4953	Mouse	F	12	68	Spr	Juv		
17	P-	15/11/2003	MR2	A4	Drew	RECAP	n/a	4001	Mouse	M			Win			
17	P-	15/11/2003	MR2	A5	Drew	NEW	n/a	4970	Mouse	F	14	73	Spr	Juv		
17	P-	15/11/2003	MR2	A7	Drew	RECAP	n/a	2775	Mouse							
17	P-	15/11/2003	MR2	B2	Drew	OLD	n/a	2822	Mouse				Win			
17	P-	15/11/2003	MR2	B4	Drew	NEW	n/a	4956	Mouse	F	14	82	Spr	Juv		
17	P-	15/11/2003	MR2	B9	Drew	RECAP	n/a	4957	Mouse	F			Spr	Juv		
17	P-	15/11/2003	MR2	C6	Drew	NEW	n/a	4991	Mouse	F	16	74	Spr	Juv		
17	P-	15/11/2003	MR2	D5	Drew	NEW	n/a	4003	Mouse	F	15	80	Spr	Juv		
17	P-	15/11/2003	MR2	D8	Drew	RECAP	n/a	4959	Mouse	F			Win	Juv		
17	P-	15/11/2003	MR2	E3	Drew	RECAP	n/a	4988	Mouse				Spr			
17	P-	15/11/2003	MR2	E8	Drew	NEW	n/a	3930	Mouse	M	9	62	Spr	Juv		
17	P-	15/11/2003	MR2	E9	Drew	NEW	n/a	3936	Mouse	F	9	55	Spr	Juv		
17	P-	15/11/2003	MR2	F2	Yockney	NEW	n/a	4929	Mouse	F	14	74	Spr	Juv		
17	P-	15/11/2003	MR2	F8	Yockney	NEW	n/a	2777	Mouse	F	8.5	54	Spr	Juv		
17	P-	15/11/2003	MR2	G5	Yockney	RECAP	n/a	4937	Mouse				Spr			
17	P-	15/11/2003	MR2	G6	Yockney	RECAP	n/a	2750	Mouse							
17	P-	15/11/2003	MR2	H1	Yockney	NEW	n/a	3923	Mouse	M	17	80	Spr	Juv		
17	P-	15/11/2003	MR2	H2	Yockney	OLD	n/a	3745	Mouse	M	20	80	Win	Adult		
17	P-	15/11/2003	MR2	H6	Yockney	RECAP	n/a	2845	Mouse				Spr			
17	P-	15/11/2003	MR2	H8	Yockney	RECAP	n/a	4928	Mouse	M			Win			
17	P-	15/11/2003	MR2	H9	Yockney	NEW	n/a	3924	Mouse	F	10	58	Spr	Juv		
17	P-	15/11/2003	MR2	I1	Yockney	NEW	n/a	9999	Mouse	F	14	80	Spr	Juv		
17	P-	15/11/2003	MR2	I7	Yockney	NEW	n/a	4909	Mouse	F	16	70	Spr	Juv		
17	P-	15/11/2003	MR2	I8	Yockney	RECAP	n/a	3963	Mouse				Spr			
17	P-	15/11/2003	R1	E7	Yockney	NEW	n/a	4906	Mouse	M	20	80	Spr	Juv		
17	P-	15/11/2003	R1	H2	Drew	NEW	n/a	2956	Mouse	M	15	77	Spr	Lact		
17	P-	15/11/2003	R1	H7	Drew	NEW	n/a	4983	Mouse	M	20	82	Spr	Juv		
17	P-	15/11/2003	R1	I2	Drew	SE	0	0								Weta
17	P-	16/11/2003	M1	A4	Drew	SE	0	0								
17	P-	16/11/2003	M1	A8	Drew	OLD	n/a	3996	Mouse	F	22	83	Win	Juv		
17	P-	16/11/2003	M1	B3	Drew	RECAP	n/a	3911	Mouse	F			Spr			
17	P-	16/11/2003	M1	C6	Drew	SE	0	0								
17	P-	16/11/2003	M1	C7	Drew	RECAP	n/a	4993	Mouse				Spr			
17	P-	16/11/2003	M1	D4	Drew	SE	0	0								
17	P-	16/11/2003	M1	D9	Drew	RECAP	n/a	4939	Mouse	M	23	83	Spr	Juv		
17	P-	16/11/2003	M1	G2	Yockney	RECAP	n/a	4918	Mouse				Win		y	DOA
17	P-	16/11/2003	M1	H4	Yockney	NEW	n/a	4924	Mouse	M	22	84	Spr	Juv		
17	P-	16/11/2003	M1	H8	Yockney	RECAP	n/a	2781	Mouse							
17	P-	16/11/2003	M1	I2	Yockney	NEW	n/a	3967	Mouse	F	7	47	Spr	Juv		
17	P-	16/11/2003	MR1	A9	Yockney	RECAP	n/a	4987	Mouse						y	DOA
17	P-	16/11/2003	MR1	H7	Drew	SE	0	0								
17	P-	16/11/2003	MR1	I3	Drew	SE	0	0								
17	P-	16/11/2003	MR2	A1	Drew	RECAP	n/a	4953	Mouse				Spr			
17	P-	16/11/2003	MR2	A3	Drew	OLD	n/a	3945	Mouse	M	19	80	Win	Juv		
17	P-	16/11/2003	MR2	A4	Drew	RECAP	n/a	4956	Mouse				Spr			
17	P-	16/11/2003	MR2	B2	Drew	RECAP	n/a	2822	Mouse				Win			
17	P-	16/11/2003	MR2	B6	Drew	RECAP	n/a	4991	Mouse				Spr			
17	P-	16/11/2003	MR2	C1	Drew	NEW	n/a	3938	Mouse	F	17	70	Spr	Juv		
17	P-	16/11/2003	MR2	C3	Drew	RECAP	n/a	4001	Mouse	M			Win			
17	P-	16/11/2003	MR2	C9	Drew	NEW	n/a	3950	Mouse	M	23	85	Spr	Juv		
17	P-	16/11/2003	MR2	D1	Drew	RECAP	n/a	2791	Mouse	M			Spr			
17	P-	16/11/2003	MR2	D2	Drew	RECAP	n/a	4984	Mouse				Win			
17	P-	16/11/2003	MR2	D4	Drew	NEW	n/a	3949	Mouse	?	9	55	Spr	Juv		
17	P-	16/11/2003	MR2	D6	Drew	RECAP	n/a	4003	Mouse				Spr			
17	P-	16/11/2003	MR2	D9	Drew	RECAP	n/a	4957	Mouse	F			Spr			
17	P-	16/11/2003	MR2	E1	Drew	RECAP	n/a	3923	Mouse				Spr			
17	P-	16/11/2003	MR2	E3	Drew	RECAP	n/a	4929	Mouse				Spr			
17	P-	16/11/2003	MR2	E4	Drew	RECAP	n/a	4988	Mouse				Spr			
17	P-	16/11/2003	MR2	E7	Drew	RECAP	n/a	4959	Mouse	F			Win			
17	P-	16/11/2003	MR2	E9	Drew	NEW	n/a	3947	Mouse	?	12	65	Spr	Juv		
17	P-	16/11/2003	MR2	F1	Yockney	NEW	n/a	2718	Mouse	?	9	52	Spr	Juv		
17	P-	16/11/2003	MR2	F2	Yockney	RECAP	n/a	4963	Mouse				Spr			
17	P-	16/11/2003	MR2	F5	Yockney	RECAP	n/a	4955	Mouse				Spr			
17	P-	16/11/2003	MR2	F6	Yockney	RECAP	n/a	4973	Mouse				Win			
